RouteID,z,H_D_proxy,H_D_prime_proxy,H_D_double_prime_proxy,TrainingTarget_Hrs_over_c_proxy,TrainingSigma,Residual,ResidualOverSigma,Source,ClaimBoundary
PYSR_CRITERIA_SET_3_SMOKE_V1,0.38,0.06192561877239534,0.0,0.0,0.0400304231215723,0.00093261703922,-0.021895195650823034,-23.477155927941457,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.51,0.06192561877239534,0.0,0.0,0.0476644423260247,0.001385858427973,-0.014261176446370635,-10.290500211648228,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.51,0.06192561877239534,0.0,0.0,0.0457394882036501,0.0008972357572759,-0.01618613056874524,-18.03999722200996,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.51,0.06192561877239534,0.0,0.0,0.0448088900837926,0.0009677772559209,-0.017116728688602735,-17.686640788344533,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.51,0.06192561877239534,0.0,0.0,0.0476568406964878,0.0013870327730329,-0.01426877807590754,-10.287268154960236,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.698,0.06192561877239534,0.0,0.0,0.0517437648763324,0.0012557086684776,-0.010181853896062937,-8.108452343812553,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.706,0.06192561877239534,0.0,0.0,0.0498039487727161,0.0014767416666015,-0.012121669999679237,-8.20838896458813,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.706,0.06192561877239534,0.0,0.0,0.049800796812749,0.0014880716179108,-0.012124821959646336,-8.14800968831672,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.706,0.06192561877239534,0.0,0.0,0.0513997456816655,0.0008820625400322,-0.010525873090729838,-11.9332503229823,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.93,0.06192561877239534,0.0,0.0,0.0559284116331096,0.0010947955297308,-0.00599720713928574,-5.47792439448524,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.93,0.06192561877239534,0.0,0.0,0.0559405220052442,0.0010837453214216,-0.0059850967671511365,-5.522604479897733,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,0.934,0.06192561877239534,0.0,0.0,0.0566845395135975,0.0006459795046102,-0.00524107925879784,-8.113383197753986,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,1.317,0.06192561877239534,0.0,0.0,0.0723589001447178,0.0021990403806643,0.01043328137232246,4.744470117083847,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,1.317,0.06192561877239534,0.0,0.0,0.0723394132572615,0.0022094781069495,0.010413794484866158,4.713237235576816,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,1.321,0.06192561877239534,0.0,0.0,0.0705416534866935,0.0011173955633954,0.008616034714298164,7.710818797344111,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,1.48,0.06192561877239534,0.0,0.0,0.075409094336777,0.0026669832775769,0.013483475564381668,5.055703077610648,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,1.484,0.06192561877239534,0.0,0.0,0.0780213800489737,0.0031533115586758,0.016095761276578364,5.104399288517374,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,2.33,0.06192561877239534,0.0,0.0,0.1173355559754004,0.0023520518570823,0.05540993720300506,23.558127358527123,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,2.33,0.06192561877239534,0.0,0.0,0.1173708920187793,0.0023419074698582,0.055445273246383965,23.675262135673158,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,2.33,0.06192561877239534,0.0,0.0,0.1158541051244344,0.0013564777956815,0.05392848635203907,39.756261786021476,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
PYSR_CRITERIA_SET_3_SMOKE_V1,2.334,0.06192561877239534,0.0,0.0,0.1112347052280311,0.0023509003329617,0.04930908645563576,20.974554201332484,data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,pysr_criteria3_smoke_no_measurement_validation
